id,Patent number,link,title,inventor name,date,num pages
4035,US-11514495-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514495,Creating custom objects from a static list of objects and turning the custom objects into trends,Pinel; Florian et al.,2022-11-29,22
4036,US-11514361-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514361,Automated artificial intelligence radial visualization,Salonidis; Theodoros et al.,2022-11-29,28
4037,US-11514238-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514238,Automatically assigning semantic role labels to parts of documents,Begun; Andrew Paul et al.,2022-11-29,21
4038,US-11513842-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11513842,Performance biased resource scheduling based on runtime performance,Wang; Chen et al.,2022-11-29,29
4039,US-11514458-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514458,Intelligent automation of self service product identification and delivery,Chen; Bei et al.,2022-11-29,21
4040,US-11515028-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11515028,Method and system for using artificial intelligence and machine learning to create optimal treatment plans based on monetary value amount generated and/or patient outcome,Mason; Steven,2022-11-29,48
4041,US-11515021-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11515021,Method and system to analytically optimize telehealth practice-based billing processes and revenue while enabling regulatory compliance,Mason; Steven,2022-11-29,48
4042,US-11514318-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514318,Multi-source transfer learning from pre-trained networks,Lee; Joshua Ka-Wing et al.,2022-11-29,20
4043,US-11516230-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11516230,Selective encryption of data in motion,Branson; Michael J. et al.,2022-11-29,21
4044,US-11513781-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11513781,Simulating container deployment,Nagar; Raghuveer Prasad et al.,2022-11-29,18
4045,US-11514814-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514814,Wearable device enablement for visually impaired user,Wilson; John D. et al.,2022-11-29,15
4046,US-11514605-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11514605,Computer automated interactive activity recognition based on keypoint detection,Zhang; Dan et al.,2022-11-29,17
4047,US-11516297-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11516297,Location-based virtual content placement restrictions,Berliner; Tamir et al.,2022-11-29,168
4048,US-11513822-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11513822,Classification and visualization of user interactions with an interactive computing platform,Kwatra; Shikhar et al.,2022-11-29,36
4049,US-20220375611-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375611,DETERMINATION OF HEALTH SCIENCES RECOMMENDATIONS,Gates; Tell et al.,2022-11-24,33
4050,US-20220375148-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375148,Augmented Reality Mathematics in Learning Platforms,Le Chevalier; Vincent,2022-11-24,16
4051,US-20220377627-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377627,METHOD FOR MDAS SERVER ASSISTED HANDOVER OPTIMIZATION IN WIRELESS NETWORK,GAUTAM; Deepanshu et al.,2022-11-24,16
4052,US-20220374769-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374769,METHOD AND SYSTEM FOR EXPLAINABLE MACHINE LEARNING USING DATA AND PROXY MODEL BASED HYBRID APPROACH,SANGROYA; AMIT et al.,2022-11-24,17
4053,US-20220376888-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220376888,EFFICIENTLY BATCHING PRE-ENCRYPTED DATA FOR HOMOMORPHIC INFERENCE,Sarpatwar; Kanthi et al.,2022-11-24,20
4054,US-20220374327-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374327,FAIR SIMULTANEOUS COMPARISON OF PARALLEL MACHINE LEARNING MODELS,Engel; Robert et al.,2022-11-24,21
4055,US-20220377771-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377771,METHOD AND APPARATUS FOR TRANSMITTING/RECEIVING SIGNALS FOR GROUPCAST IN WIRELESS COMMUNICATION SYSTEM,PARK; Sungjin et al.,2022-11-24,57
4056,US-20220376505-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220376505,COMPUTER MODELING TO ANALYZE ELECTRICAL USAGE IN AN ELECTRICAL GRID FOR FACILITATING MANAGEMENT OF ELECTRICAL TRANSMISSION,Bharti; Harish et al.,2022-11-24,29
4057,US-20220373806-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220373806,AUGMENTED REALITY SYSTEMS AND METHODS FOR THE VISUALLY IMPAIRED,STROUD; Dylan et al.,2022-11-24,73
4058,US-20220374814-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374814,RESOURCE CONFIGURATION AND MANAGEMENT SYSTEM FOR DIGITAL WORKERS,Buchbinder; Marco,2022-11-24,28
4059,US-20220370134-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220370134,Surgical Adverse Event Simulation System,"Shelton, IV; Frederick E. et al.",2022-11-24,34
4060,US-20220370138-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220370138,Methods For Surgical Simulation,"Shelton, IV; Frederick E. et al.",2022-11-24,123
4061,US-20220375357-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375357,Cloud-based Adaptive Learning System for Early Childhood Education,Harry; Emi N. et al.,2022-11-24,17
4062,US-20220375361-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375361,METHOD AND APPARATUS FOR ANALYZING AND EVALUATING CONTENT,Han; Junkyu,2022-11-24,35
4063,US-20220374904-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374904,MULTI-PHASE PRIVACY-PRESERVING INFERENCING IN A HIGH VOLUME DATA ENVIRONMENT,Vaculin; Roman et al.,2022-11-24,15
4064,US-20220375549-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375549,"METHOD AND SYSTEM OF GENERATING, DELIVERING AND DISPLAYING CROSS PLATFORM PERSONALIZED DIGITAL SOFTWARE APPLICATIONS",MELKOTE; RAMASWAMY N.,2022-11-24,29
4065,US-20220375622-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375622,SYSTEM AND METHOD FOR DEFINING A USER EXPERIENCE OF MEDICAL DATA SYSTEMS THROUGH A KNOWLEDGE GRAPH,Gnanasambandam; Nathan et al.,2022-11-24,82
4066,US-20220375600-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220375600,DYNAMICALLY UPDATING PLATFORM FOR AGE-RELATED LIFESTYLE AND CARE DECISIONS WITH PREDICTIVE ANALYTICS,O'Keefe; Nate et al.,2022-11-24,38
4067,US-20220377035-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377035,KIWI CHAT,SHAPIRO; Ryan J. et al.,2022-11-24,49
4068,US-20220377028-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377028,AUTOMATED CONVERSATIONAL RESPONSE GENERATION,Wang; Dakuo et al.,2022-11-24,33
4069,US-20220377424-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377424,DYNAMIC DIGITAL CONTENT DELIVERY USING ARTIFICIAL INTELLIGENCE (AI) TECHNIQUES,DENG; Zi Yu Daniel et al.,2022-11-24,56
4070,US-20220377730-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220377730,CONFIGURATION AND UTILIZATION OF RECONFIGURABLE INTELLIGENT SURFACES FOR SIDELINK COMMUNICATION,YANG; Wei et al.,2022-11-24,60
4071,US-20220374218-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374218,SOFTWARE APPLICATION CONTAINER HOSTING,MONTEIRO VIEIRA; Igor et al.,2022-11-24,40
4072,US-20220374838-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374838,Artificial Intelligence System and Method for Prioritizing Jobseekers,Houston; Rachel et al.,2022-11-24,25
4073,US-20220374839-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374839,SYSTEM AND METHOD FOR ARTIFICIAL INTELLIGENCE (AI)-DRIVEN INFORMATION COLLECTION AND ANALYSIS FOR VIRTUAL RECRUITING,Dong; Aiguo,2022-11-24,11
4074,US-20220374840-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374840,SYSTEM AND METHOD FOR ARTIFICIAL INTELLIGENCE (AI) MODELING FOR VIRTUAL RECRUITING,Dong; Aiguo,2022-11-24,11
4075,US-20220374855-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374855,AUTOMATIC INVENTORY TRACKING IN BRICK AND MORTAR STORE BASED ON SENSOR DATA,Balaoro; Marvin et al.,2022-11-24,91
4076,US-20220374209-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374209,ADAPTIVE USER INTERFACING,SHEK; Elinna et al.,2022-11-24,32
4077,US-20220374598-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374598,SEMANTIC TEXT COMPARISON USING ARTIFICIAL INTELLIGENCE IDENTIFIED SOURCE DOCUMENT TOPICS,Osuala; Richard Obinna et al.,2022-11-24,30
4078,US-20220374587-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374587,INPUT TEXT MANAGEMENT,Fan; Fei et al.,2022-11-24,18
4079,US-20220374652-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374652,IMAGE COLLECTION AND LABELLING USING COMPUTER SYSTEM AND ANALYSIS,Chai; Tian Tian et al.,2022-11-24,17
4080,US-20220374747-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220374747,UPDATING OF A STATISTICAL SET FOR DECENTRALIZED DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL,Zhang; Wei et al.,2022-11-24,32
4081,US-20220373346-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220373346,PERSONALIZED ROUTE RECOMMENDATION AND NAVIGATION,ABHISHEK; Abhishek et al.,2022-11-24,38
4082,US-11509817-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11509817,Autonomous media capturing,Gove; Robert John,2022-11-22,49
4083,US-11509956-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11509956,Systems and methods for assessing viewer engagement,Sidhu; Inderbir et al.,2022-11-22,42
4084,US-11507354-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507354,Blackbox matching engine,Makkar; Tushar et al.,2022-11-22,29
4085,US-11507193-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507193,Methods and systems for creating virtual and augmented reality,Bradski; Gary R. et al.,2022-11-22,487
4086,US-11508381-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11508381,"Voiceprint recognition method, model training method, and server",Li; Na et al.,2022-11-22,26
4087,US-11505555-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11505555,"Benzodiazepine derivatives, compositions, and methods for treating cognitive impairment",Mekonnen; Belew et al.,2022-11-22,300
4088,US-11504038-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11504038,Early detection of neurodegenerative disease,Howard; Newton,2022-11-22,135
4089,US-11507993-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507993,Modification of food recipes based on geographic origin of produce,Lu; Fang et al.,2022-11-22,20
4090,US-11507787-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507787,Model agnostic contrastive explanations for structured data,Dhurandhar; Amit et al.,2022-11-22,18
4091,US-11507948-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507948,"Blockchain architecture, system, method and device for automated cybersecurity and data privacy law compliance with delayed block posting protocol",DeRosa-Grund; H. Anthony,2022-11-22,21
4092,US-11508480-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11508480,Online partially rewarded learning,Upadhyay; Sohini et al.,2022-11-22,22
4093,US-11507740-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507740,Assisting authors via semantically-annotated documents,Begun; Andrew et al.,2022-11-22,21
4094,US-11508473-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11508473,System and method for labeling a therapeutic value to digital content based on meta-tags,Moskowitz; Michael Phillips,2022-11-22,46
4095,US-11507625-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507625,"Query generation system, search system, and non-transitory computer readable medium",Adachi; Shintaro et al.,2022-11-22,23
4096,US-11508482-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11508482,Systems and methods for remotely-enabled identification of a user infection,Mason; Steven et al.,2022-11-22,37
4097,US-11509960-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11509960,Methods and apparatuses for a modular and extensible advertisement request,Bonvolanta; Anthony F. et al.,2022-11-22,27
4098,US-11507224-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507224,"Touch display device, touch response method and system thereof, and storage medium",Wang; Jianting et al.,2022-11-22,18
4099,US-11507903-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507903,Dynamic formation of inside sales team or expert support team,Copeland; Shannon,2022-11-22,15
4100,US-11504011-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11504011,Early detection and prevention of infectious disease transmission using location data and geofencing,Jain; Praduman et al.,2022-11-22,102
4101,US-11507967-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11507967,System and method for developing a growth strategy,Shah; Parthiv,2022-11-22,53
4102,US-20220361752-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220361752,"DEVICE AND METHOD FOR CAPTURING, ANALYZING, AND SENDING STILL AND VIDEO IMAGES OF THE FUNDUS DURING EXAMINATION USING AN OPHTHALMOSCOPE",Dirghangi; Arjun,2022-11-17,24
4103,US-20220366809-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366809,METHOD AND APPARATUS OF DIAGNOSTIC TEST,Won; Joon Hee et al.,2022-11-17,25
4104,US-20220368682-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220368682,"Decentralized Cybersecure Privacy Network For Cloud Communication, Computing And Global e-Commerce",VERZUN; IEVGEN et al.,2022-11-17,162
4105,US-20220365964-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220365964,METHOD AND SYSTEM FOR GENERATING A PERSONALIZED PLAYLIST OF SOUNDS,BRETON; Audrey et al.,2022-11-17,18
4106,US-20220363265-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220363265,"FACIAL RECOGNITION AND MONITORING DEVICE, SYSTEM, AND METHOD",Gray; Megan et al.,2022-11-17,31
4107,US-20220366373-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366373,Systems and Methods for Automating Validation and Quantification of Interview Question Responses,PREUSS; Achim et al.,2022-11-17,23
4108,US-20220365937-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220365937,CLOUD-BASED SYSTEM AND METHOD TO TRACK AND MANAGE OBJECTS,Sundel; Michael B.,2022-11-17,73
4109,US-20220362405-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220362405,COMPOSITIONS AND METHODS FOR TREATING LIVER DISEASE,Soto Gutierrez; Alejandro et al.,2022-11-17,143
4110,US-20220367054-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220367054,HEALTH RELATED DATA MANAGEMENT OF A POPULATION,Gnanasambandam; Nathan et al.,2022-11-17,193
4111,US-20220366132-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366132,"APPARATUS, SYSTEM, AND METHOD FOR ADAPTIVE PARSING AND PROCESSING OF TEXT TO FACILITATE USER ENGAGEMENT",Offidani; Emanuela,2022-11-17,36
4112,US-20220366489-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366489,TECHNIQUES FOR ONBOARDING AND VERIFICATION OF USERS TO A SERVICES PLATFORM,PHILLIPS; Jeremy et al.,2022-11-17,19
4113,US-20220367031-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220367031,HEALTH MONITORING AND COACHING SYSTEM,Ahmad; Lubna M. et al.,2022-11-17,58
4114,US-20220364886-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220364886,SYSTEMS AND/OR METHODS INCORPORATING ELECTRICAL TOMOGRAPHY RELATED ALGORITHMS AND CIRCUITS,AGBUGA; Okan et al.,2022-11-17,95
4115,US-20220366170-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366170,Auto-Capture of Interesting Moments by Assistant Systems,Wang; Emily et al.,2022-11-17,57
4116,US-20220366048-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366048,AI-POWERED ADVANCED MALWARE DETECTION SYSTEM,DASGUPTA; DIPANKAR et al.,2022-11-17,13
4117,US-20220365542-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220365542,SYSTEMS AND METHODS TO ACCOMPLISH A PHYSICAL PROCESS,Dittrich; Shane Christopher et al.,2022-11-17,37
4118,US-20220366055-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366055,Risk Assessment of a Container Build,Malvankar; Abhishek et al.,2022-11-17,22
4119,US-20220365756-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220365756,ARTICIAL INTELLIGENCE ENABLED OPEN SOURCE PROJECT ENABLER AND RECOMMENDATION PLATFORM,Vasireddy; Vamsi et al.,2022-11-17,16
4120,US-20220366269-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366269,INTERACTIVE FEATURE ENGINEERING IN AUTOMATIC MACHINE LEARNING WITH DOMAIN KNOWLEDGE,Wang; Dakuo et al.,2022-11-17,23
4121,US-20220366349-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366349,PEER REVIEW SYSTEM WITH POLYNOMIAL DISCOUNTING,Linton; Jeb R. et al.,2022-11-17,12
4122,US-20220366459-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366459,SYSTEM AND METHOD FOR A PROFESSIONAL SERVICES MARKETPLACE,Vieyra; Fortune,2022-11-17,73
4123,US-20220366286-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366286,ENTITY STEERING OF A RUNNING QUANTUM PROGRAM,Zhang; Helena et al.,2022-11-17,29
4124,US-20220366374-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366374,"SYSTEM, METHOD, AND COMPUTER PROGRAM FOR IDENTIFYING IMPLIED JOB SKILLS FROM QUALIFIED TALENT PROFILES",Kundapur; Niran et al.,2022-11-17,16
4125,US-20220367045-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220367045,TELEHEALTH CONTROL SYSTEM AND METHOD FOR ENGAGING PROVIDERS,Hadida; Axel et al.,2022-11-17,20
4126,US-20220367051-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220367051,METHODS AND SYSTEMS FOR ESTIMATING CAUSAL EFFECTS FROM KNOWLEDGE GRAPHS,MCGRATH; Rory et al.,2022-11-17,29
4127,US-20220366502-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366502,System and Process For Developing Positive Behavioral Wellness Using A Virtual Trustee,"Natali, Jr.; Eugene M. et al.",2022-11-17,21
4128,US-20220366653-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366653,Full Body Virtual Reality Utilizing Computer Vision From a Single Camera and Associated Systems and Methods,Sung; On Loy et al.,2022-11-17,44
4129,US-20220366230-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220366230,MARKOV PROCESSES USING ANALOG CROSSBAR ARRAYS,Squillante; Mark S. et al.,2022-11-17,19
