search URL:,https://patents.google.com/?q=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29&oq=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10409523-B1,Storage device monitoring using augmented reality ,EMC IP Holding Company LLC,"Ken Kim, Muzhar Khokhar",2017-07-31,2017-07-31,2019-09-10,2019-09-10,https://patents.google.com/patent/US10409523B1/en,https://patentimages.storage.googleapis.com/fe/16/cb/62bf6933aa08d8/US10409523-20190910-D00000.png
US-10572821-B1,Method and system for anthropomorphic interaction and automation of computer systems ,"Innovative Defense Technologies, LLC","Bernard Gauf, Scott Bindas, William R. Stubbs, Joshua MANN",2015-04-09,2016-04-08,2020-02-25,2020-02-25,https://patents.google.com/patent/US10572821B1/en,https://patentimages.storage.googleapis.com/0b/84/a6/eb323f12102d16/US10572821-20200225-D00000.png
US-2023032814-A1,Authentication of software robots with gateway proxy for access to cloud-based services ,"Automation Anywhere, Inc.",Senthil Pandurangan,2021-07-29,2021-07-29,2023-02-02,,https://patents.google.com/patent/US20230032814A1/en,https://patentimages.storage.googleapis.com/a0/5d/79/098c4c8b974a3d/US20230032814A1-20230202-D00000.png
US-2021082070-A1,"Database and machine learning enabled system for patent analytics, distribution and management ","Ipwe, Inc.","Nicole Ann Shanahan, Yuri V. Yerastov",2019-07-29,2020-07-27,2021-03-18,,https://patents.google.com/patent/US20210082070A1/en,https://patentimages.storage.googleapis.com/81/02/ba/0f4843d2a4c457/US20210082070A1-20210318-D00000.png
US-11681984-B2,Inventory management systems and related methods ,Scaled Solutions Technologies LLC,"Kyle L. Kimmel, Jeffrey D. Anson, Thomas M. Lugo, III, Joshua Paul Smith",2020-08-20,2020-08-20,2023-06-20,2023-06-20,https://patents.google.com/patent/US11681984B2/en,https://patentimages.storage.googleapis.com/52/29/aa/175f613f7bd03e/US11681984-20230620-D00000.png
US-2018224807-A1,Switch terminal system with display ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2018-03-30,2018-08-09,,https://patents.google.com/patent/US20180224807A1/en,https://patentimages.storage.googleapis.com/9f/5b/c1/35b382bd6418b1/US20180224807A1-20180809-D00001.png
US-10401805-B1,Switch terminal system with third party access ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2018-07-25,2019-09-03,2019-09-03,https://patents.google.com/patent/US10401805B1/en,https://patentimages.storage.googleapis.com/86/d6/34/44aecf31880019/US10401805-20190903-D00000.png
US-11687604-B2,Methods and systems for self-tuning personalization engines in near real-time ,"YE Ventures, LLC","York Eggleston, IV, Llewellyn Wall",2018-07-16,2019-08-12,2023-06-27,2023-06-27,https://patents.google.com/patent/US11687604B2/en,https://patentimages.storage.googleapis.com/e9/4d/41/d0a642b4a3ed08/US11687604-20230627-D00000.png
WO-2023034347-A1,"Multi-sensory, assistive wearable technology, and method of providing sensory relief using same ","Phoeb-X, Inc.",David RUTTENBERG,2021-08-30,2022-08-30,2023-03-09,,https://patents.google.com/patent/WO2023034347A1/en,
WO-2019115580-A1,Method for operating a decentralized storage system ,Innogy Innovation Gmbh,Carsten STÖCKER,2017-12-14,2018-12-12,2019-06-20,,https://patents.google.com/patent/WO2019115580A1/en,
US-2022122181-A1,Processes and procedures for managing and characterizing liquidity risk of a portfolio over time using data analytics methods in a cloud computing environment ,Michael William Kotarinos,Michael William Kotarinos,2020-10-21,2020-10-21,2022-04-21,,https://patents.google.com/patent/US20220122181A1/en,https://patentimages.storage.googleapis.com/e1/82/29/45d1d942b191f2/US20220122181A1-20220421-D00000.png
US-2021105353-A1,METHOD AND SYSTEM FOR AN EAR BUD WITH A CIRCLE-OF-SIGHT (CoS) SIGNALING ELEMENT ,Blue Storm Media Inc.,Gareth Llewelyn,2017-05-17,2020-11-18,2021-04-08,,https://patents.google.com/patent/US20210105353A1/en,https://patentimages.storage.googleapis.com/e2/49/bc/549009dd943aa6/US20210105353A1-20210408-D00000.png
US-2021152910-A1,OVER-THE-EAR HEADPHONE DEVICE WITH A CIRCLE-OF-SIGHT (CoS) SIGNALING ELEMENT ,Blue Storm Media Inc,Gareth Llewelyn,2017-05-17,2020-12-28,2021-05-20,,https://patents.google.com/patent/US20210152910A1/en,https://patentimages.storage.googleapis.com/c5/68/30/fa00843ba9e887/US20210152910A1-20210520-D00000.png
JP-7222882-B2,Application of deep learning for medical image evaluation ,キュア．エーアイ テクノロジーズ プライベート リミテッド,"チラムカリー，ササンク, ゴーシュ，ロヒート, タナマラ，スウェタ, ラオ，プージャ, ワリアー，プラシャント",2018-11-14,2019-01-15,2023-02-15,2023-02-15,https://patents.google.com/patent/JP7222882B2/en,https://patentimages.storage.googleapis.com/90/1e/24/ec11c9303eca20/0007222882000009.png
US-10599105-B2,Switch terminal with wiring components secured to circuitry wiring without external live points of contact ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-12-08,2020-03-24,2020-03-24,https://patents.google.com/patent/US10599105B2/en,https://patentimages.storage.googleapis.com/b7/f7/15/e97da9b1d4892b/US10599105-20200324-D00000.png
US-2018120783-A1,Adaptive control systems methods for buildings with security ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-11-20,2018-05-03,,https://patents.google.com/patent/US20180120783A1/en,https://patentimages.storage.googleapis.com/1d/59/17/44258c8d29c5a4/US20180120783A1-20180503-D00000.png
US-2018120777-A1,Adaptive control methods for buildings with dual band slot antenna ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-08-19,2018-05-03,,https://patents.google.com/patent/US20180120777A1/en,https://patentimages.storage.googleapis.com/f6/99/c4/d19d2ee4bf756e/US20180120777A1-20180503-D00000.png
US-10241477-B2,Adaptive control methods for buildings with redundant circuitry ,"Edison Labs, Inc.",Colin Billings,2016-11-02,2017-10-13,2019-03-26,2019-03-26,https://patents.google.com/patent/US10241477B2/en,https://patentimages.storage.googleapis.com/9b/6f/3f/fe87beabfa9241/US10241477-20190326-D00000.png
US-2020327977-A1,Delivery of an Extended Digital Therapeutic (ExRx) Based on an Emotional/Mental State (EMS) and/or Home-Bound State (HBS) ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2020-06-25,2020-10-15,,https://patents.google.com/patent/US20200327977A1/en,https://patentimages.storage.googleapis.com/4c/4a/96/7f46e2b023d1c1/US20200327977A1-20201015-D00000.png
EP-3977384-A1,Systems and methods for electronic payment and gateway routing ,"Facebook, Inc.","Kasra NEJATIAN, Justin Mason Chace, Ankit Yatish MODI, Ritwik YADAV, Swathish Ram AYYAPPAN",2019-05-24,2020-05-19,2022-04-06,,https://patents.google.com/patent/EP3977384A1/en,
WO-2023035307-A1,Video knowledge point extraction method and device ,华中师范大学,"杨宗凯, 刘智, 刘三女牙, 陈浩, 彭晛, 戴志诚",2021-09-13,2021-09-17,2023-03-16,,https://patents.google.com/patent/WO2023035307A1/en,https://patentimages.storage.googleapis.com/a3/1a/6f/83739455991c26/PCTCN2021119001-appb-300001.png
US-2020143277-A1,Method and system for predicting the probability of regulatory compliance approval ,Xerox Corporation,"Jonathan Levine, Ray Uri Merriam, Stephen Kyle Korndoerfer, Larry Glass, Michael Wiseman, Vijayakrishna Nama, Joseph Martin St. Germaine",2018-11-02,2018-11-02,2020-05-07,,https://patents.google.com/patent/US20200143277A1/en,https://patentimages.storage.googleapis.com/f1/96/4b/7b0838e14d926f/US20200143277A1-20200507-D00000.png
US-2021241199-A1,Systems and methods for managing organizational structures ,Accenture Global Solutions Limited,"Guido Carricato, Alastair Kent McMillan, Roger Mark Ellison, Ritvik Bhawan, Paul Eric Jeruchimowitz, Robert Arthur Rubin, Mithuna Shree Bhatt, Tina Marie Schimmenti",2020-02-05,2020-02-05,2021-08-05,,https://patents.google.com/patent/US20210241199A1/en,https://patentimages.storage.googleapis.com/1b/59/67/a93de6023a7ea2/US20210241199A1-20210805-D00000.png
US-2020000389-A1,System and Method for a Digital Therapeutic Delivery of Generalized Clinician Tips (GCT) ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2019-09-13,2020-01-02,,https://patents.google.com/patent/US20200000389A1/en,https://patentimages.storage.googleapis.com/02/1e/2a/d450e90f63a3d1/US20200000389A1-20200102-D00000.png
WO-2018226674-A1,Tau phosphorylation inhibitors and methods for treating or preventing alzheimer's disease ,"The Methodist Hospital System, The General Hospital Corporation","Stephen T.C. Wong, Xiaofeng XIA, Xiaoyun Xu, Doo Yeon Kim, Rudolph E. Tanzi",2017-06-05,2018-06-05,2018-12-13,,https://patents.google.com/patent/WO2018226674A1/en,
US-2020110981-A1,Hybrid Deep-Learning Action Prediction Architecture ,Adobe Inc.,"Zhenyu Yan, Jun He, Fei Tan, Xiang Wu, Bo Peng, Abhishek Pani",2018-10-04,2018-10-04,2020-04-09,,https://patents.google.com/patent/US20200110981A1/en,https://patentimages.storage.googleapis.com/e5/f2/47/49fb8517b15424/US20200110981A1-20200409-D00000.png
KR-20210085542-A,Analysis system using learning record store ,(주)자이닉스,유선형,2019-12-30,2019-12-30,2021-07-08,,https://patents.google.com/patent/KR20210085542A/en,https://patentimages.storage.googleapis.com/7c/d4/ff/36d1f7109cf7c0/pat00001.png
US-2022301012-A1,Apparatuses and methods for facilitating a generation and use of models ,"At&T Intellectual Property I, L.P.","William E. Reehil, III, Robby Maharajh, Harish Venkata Kajur",2021-03-18,2021-03-18,2022-09-22,,https://patents.google.com/patent/US20220301012A1/en,https://patentimages.storage.googleapis.com/e3/7f/82/c4556d67815811/US20220301012A1-20220922-D00000.png
US-11704279-B2,"Event driven migration, recall, and data placement optimization based on custom metadata ",International Business Machines Corporation,"Joseph DAIN, Nilesh Prabhakar Bhosale, Takeshi Ishimoto",2019-10-23,2019-10-23,2023-07-18,2023-07-18,https://patents.google.com/patent/US11704279B2/en,https://patentimages.storage.googleapis.com/6e/77/de/93fd39df38d639/US11704279-20230718-D00000.png
US-2021137450-A1,Breath monitoring and feedback application and methods ,Aditya Agarwal,Aditya Agarwal,2019-05-13,2020-09-28,2021-05-13,,https://patents.google.com/patent/US20210137450A1/en,https://patentimages.storage.googleapis.com/39/4e/e4/f099e279d315b4/US20210137450A1-20210513-D00000.png
US-10083466-B1,"Mobile application as an intelligent agent with the ability to listen, process and action the customer's voice/feedback ",Bank Of America Corporation,"Pinak Chakraborty, Sandeep Kumar Chauhan, Vidhu Beohar",2017-06-05,2017-06-05,2018-09-25,2018-09-25,https://patents.google.com/patent/US10083466B1/en,https://patentimages.storage.googleapis.com/7d/52/44/1cfa8def149147/US10083466-20180925-D00000.png
US-2018357083-A1,Autonomous Helper Agent ,Bank Of America Corporation,"Sandeep Kumar Chauhan, Vijayakumar Sounderadas",2017-06-05,2018-08-17,2018-12-13,,https://patents.google.com/patent/US20180357083A1/en,https://patentimages.storage.googleapis.com/29/76/a5/7267e1462e9d6e/US20180357083A1-20181213-D00000.png
WO-2018155750-A1,System and method for searching for virtual reality and augmented reality contents by using education process catalogue ,한국교육학술정보원,조용상,2017-02-27,2017-02-28,2018-08-30,,https://patents.google.com/patent/WO2018155750A1/en,https://patentimages.storage.googleapis.com/dc/08/ff/163ebef54f9f51/PCTKR2017002193-appb-D000001.png
US-2023087506-A1,Detection of unlikely travel of mobile devices indicative of fraudulent mobile device usage ,"At&T Intellectual Property I, L.P.","Yaron Koral, Lauro Lins",2021-09-21,2021-09-21,2023-03-23,,https://patents.google.com/patent/US20230087506A1/en,https://patentimages.storage.googleapis.com/9e/61/5a/f1f9d0be351b47/US20230087506A1-20230323-D00000.png
US-2017011184-A1,Method of Adaptively Predicting Blood-Glucose Level by Collecting Biometric and Activity Data with A User Portable Device ,"Ayodele Ajayi, John Cain","Ayodele Ajayi, John Cain",2015-07-07,2016-07-07,2017-01-12,,https://patents.google.com/patent/US20170011184A1/en,https://patentimages.storage.googleapis.com/e0/ae/89/a65164efaf683c/US20170011184A1-20170112-D00000.png
US-11883947-B2,Machine learning enabled visual servoing with dedicated hardware acceleration ,Siemens Aktiengesellschaft,"Heiko Claussen, Martin Sehr, Eugen Solowjow, Chengtao Wen, Juan L. Aparicio Ojea",2019-09-30,2019-09-30,2024-01-30,2024-01-30,https://patents.google.com/patent/US11883947B2/en,https://patentimages.storage.googleapis.com/e7/f6/38/784f94a68d5a00/US11883947-20240130-D00000.png
AU-2020102631-A4,The Severity Level and Early Prediction of Covid-19 Using CEDCNN Classifier ,"A, Anbuchezian Dr, Jain, Paras DR, M, Madiajagan Dr, M, Shahina Parveen Dr, N, Pradeep DR, T, Subramani Dr, Udayakumar, Sridhar MR","Babu Rao Dharavath, N. Kanagavalli, Shahina Parveen M., P. Mangayarkarasi, Balusu Nandini, Balasubramani R., Deepali Virmani",2020-10-07,2020-10-07,2020-11-26,2020-11-26,https://patents.google.com/patent/AU2020102631A4/en,
US-11811592-B2,Automatic generation and modification of contact streams via machine-learning analytics ,Adobe Inc.,"William Brandon George, Kevin Gary Smith",2019-05-20,2019-05-20,2023-11-07,2023-11-07,https://patents.google.com/patent/US11811592B2/en,https://patentimages.storage.googleapis.com/21/bd/76/f7154834090b2c/US11811592-20231107-D00000.png
EP-3561537-A1,Method and apparatus for detection of entities in an environment ,Ecole Nationale de l'Aviation Civile,"Christophe HURTER, Raïlane BENHACENE, Jean-Paul Imbert",2018-04-23,2018-04-23,2019-10-30,,https://patents.google.com/patent/EP3561537A1/en,https://patentimages.storage.googleapis.com/eb/fc/dd/2f12d5d8bef6a9/imgf0001.png
CN-116680477-A,Personalized problem recommendation method based on reinforcement learning ,东北大学,"张天成, 李季, 李捷, 张馨艺, 于明鹤, 于戈",2023-06-14,2023-06-14,2023-09-01,,https://patents.google.com/patent/CN116680477A/en,
CN-116361697-A,Learner learning state prediction method based on heterogeneous graph neural network model ,上海师范大学,"倪琴, 魏廷江, 安冬冬, 杨茹, 刘双, 余杨泽",2023-03-31,2023-03-31,2023-06-30,,https://patents.google.com/patent/CN116361697A/en,https://patentimages.storage.googleapis.com/6a/30/42/1dd6cb5a9e993f/HDA0004158537520000011.png
CN-107483533-A,A kind of intelligent assiatant's system ,麦可思数据（北京）有限公司,王伯庆,2017-06-28,2017-06-28,2017-12-15,,https://patents.google.com/patent/CN107483533A/en,
EP-4018428-A1,Surgical simulator systems and methods ,Help Me See Inc.,"Dennis GULASY, Glenn STRAUSS, Saro Jahani, Albert Lee Ueltschi, James Tyler Ueltschi",2019-09-09,2020-09-09,2022-06-29,,https://patents.google.com/patent/EP4018428A1/en,
WO-2019124600-A1,System and method for searching for virtual reality content and augmented reality content for education ,한국교육학술정보원,"유재욱, 손정은, 이효정",2017-12-22,2017-12-22,2019-06-27,,https://patents.google.com/patent/WO2019124600A1/en,https://patentimages.storage.googleapis.com/96/e4/c5/8491cc22c70e5e/PCTKR2017015342-appb-D000001.png
US-2022084091-A1,"Continuous learning for seller disambiguation, assessment, and onboarding to electronic marketplaces ",Mastercard International Incorporated,"Joel DOHERTY, Benjamin DIDSZUWEIT, Jacqueline TILL, Nicolas BUC, Mohammad Shamroz AEDHEE, Jennifer PREMISLER, Fred TYLER, James Brian O'CONNELL, Maja LAPCEVIC, Jonathan Trivelas",2020-09-17,2021-09-15,2022-03-17,,https://patents.google.com/patent/US20220084091A1/en,https://patentimages.storage.googleapis.com/9e/ee/44/96fa02d8c1236e/US20220084091A1-20220317-D00000.png
CA-3224332-A1,Therapeutic oligonucleotide methods ,"Q-State Biosciences, Inc., Caitlin LEWARCH, David Gerber, Luis Williams, Duncan Brown, Sudhir Agrawal, Graham T. Dempsey","Caitlin LEWARCH, David Gerber, Luis Williams, Duncan Brown, Sudhir Agrawal, Graham T. Dempsey",2021-06-17,2022-06-16,2022-12-22,,https://patents.google.com/patent/CA3224332A1/en,
CN-113742586-B,Learning resource recommendation method and system based on knowledge graph embedding ,华中师范大学,"张�浩, 刘三女牙, 黄涛, 戴志诚, 周东波, 童航, 李耀鹏, 闵远东",2021-08-31,2021-08-31,2023-10-24,2023-10-24,https://patents.google.com/patent/CN113742586B/en,
EP-4305274-A1,System and method for mixed water salinity characterization ,Saudi Arabian Oil Company,"Mustafa A. AL-HUWAIDER, Shouxiang Mark MA",2021-03-08,2022-03-07,2024-01-17,,https://patents.google.com/patent/EP4305274A1/en,
